SalesLineItemID|ProductID|CustomerID|Quantity|ExtendedAmount|TransactionDate
14100|90|1528|117|910.7552|2011-06-15 01:26:40.330
14101|81|1053|147|363.0074|2011-03-30 09:00:49.110
14102|58|1412|86|139.2383|2011-01-17 18:37:46.530
14103|73|950|188|86.3369|2011-09-01 18:07:43.890
14104|41|1333|314|716.2424|2011-05-02 13:45:21.480
14105|7|1538|234|749.0454|2011-06-06 06:08:21.610
14106|161|647|321|833.553|2011-03-31 21:33:09.390
14107|9|421|200|100.7991|2011-06-11 15:54:37.760
14108|13|108|95|973.2021|2011-04-21 02:11:17.460
14109|139|438|283|421.6578|2011-07-22 08:34:06.080
14110|191|855|318|201.7148|2011-03-25 18:35:40.030
14111|70|134|32|761.8475|2011-05-01 08:47:03.750
14112|172|1082|86|913.2729|2011-04-24 03:39:45.750
14113|34|1075|126|372.252|2011-05-03 05:20:09.140
14114|161|1024|141|337.1447|2011-01-27 15:12:28.490
14115|4|736|337|561.076|2011-03-27 11:57:31.850
14116|10|448|123|110.1996|2011-06-14 14:56:23.990
14117|127|334|185|112.8712|2011-04-01 13:50:20.990
14118|118|729|93|134.5627|2011-08-22 13:49:19.130
14119|156|382|79|880.9763|2011-04-21 23:57:46.540
14120|143|909|149|329.3423|2011-02-05 07:08:45.740
14121|176|886|303|890.4559|2011-08-19 09:32:58.260
14122|174|1095|157|743.3378|2011-06-25 03:21:37.640
14123|31|701|253|234.8008|2011-07-19 05:41:56.520
14124|160|173|207|483.1019|2011-08-01 03:59:21.490
14125|143|705|152|147.0511|2011-08-11 03:42:23.940
14126|99|341|108|730.5032|2011-04-01 00:40:19.210
14127|128|603|101|658.2116|2011-06-21 17:13:21.150
14128|9|1156|67|239.9563|2011-03-29 03:02:21.150
14129|95|641|27|657.444|2011-07-12 20:04:55.610
14130|28|994|322|525.3714|2011-02-26 05:33:18.430
14131|9|50|241|615.7791|2011-04-14 16:49:55.490
14132|171|568|146|901.1095|2011-04-20 01:46:52.160
14133|137|612|341|222.7065|2011-05-07 18:39:26.800
14134|189|1639|293|403.6277|2011-02-04 12:32:18.790
14135|52|669|268|740.8353|2011-09-10 18:05:54.100
14136|195|533|208|417.0384|2011-06-14 07:48:40.280
14137|100|848|202|522.1657|2011-05-18 09:28:12.180
14138|80|392|145|535.0985|2011-01-27 19:55:15.070
14139|123|1222|385|191.6923|2011-09-10 11:10:17.180
14140|141|1235|355|686.0162|2011-06-24 04:22:54.590
14141|144|996|2|156.582|2011-04-07 09:58:20.510
14142|6|437|219|974.025|2011-09-01 17:44:34.320
14143|63|594|270|473.9681|2011-01-14 23:01:56.660
14144|197|1808|377|279.878|2011-04-21 08:29:44.890
14145|136|655|380|843.7996|2011-08-26 22:37:10.910
14146|11|161|237|645.0888|2011-08-30 21:34:46.840
14147|187|970|14|214.1714|2011-08-08 23:19:56.860
14148|185|1688|5|426.1489|2011-06-24 04:54:21.120
14149|36|1934|304|805.0611|2011-06-08 17:21:58.000
14150|164|601|75|699.223|2011-02-05 23:50:09.440
14151|79|641|325|902.0258|2011-06-18 16:32:40.120
14152|168|883|367|148.0976|2011-07-26 06:05:44.960
14153|21|918|150|31.4481|2011-05-08 15:09:52.540
14154|105|304|324|152.6142|2011-05-01 10:16:54.070
14155|114|807|214|20.2992|2011-07-11 15:53:42.070
14156|107|548|391|619.6696|2011-06-20 05:39:11.470
14157|27|668|233|904.4376|2011-03-16 12:55:50.010
14158|113|1809|381|603.2351|2011-02-01 14:08:22.390
14159|99|1126|161|569.1912|2011-06-06 10:02:57.550
14160|109|1685|126|18.5421|2011-03-08 05:28:02.390
14161|33|1043|219|175.3414|2011-06-25 04:19:48.240
14162|1|911|132|860.8429|2011-03-16 12:52:16.610
14163|119|1519|67|315.758|2011-06-24 06:06:21.850
14164|111|608|362|896.2865|2011-05-27 03:00:47.650
14165|183|1091|76|585.9357|2011-08-26 01:45:44.550
14166|99|32|287|860.738|2011-01-12 07:00:11.580
14167|36|587|146|690.5663|2011-09-01 09:00:18.950
14168|45|952|233|968.6244|2011-03-29 16:47:50.350
14169|110|109|273|596.3094|2011-01-31 21:06:34.390
14170|10|339|129|144.0375|2011-06-28 04:08:51.570
14171|111|1327|322|588.034|2011-01-28 05:28:11.800
14172|48|66|40|577.7728|2011-03-05 17:55:05.920
14173|196|836|108|942.8704|2011-08-27 02:39:01.950
14174|16|3|125|194.96|2011-07-13 19:34:51.950
14175|199|727|146|172.7603|2011-07-15 21:10:25.240
14176|171|298|83|916.431|2011-09-01 15:48:23.950
14177|111|1017|287|269.3696|2011-06-11 04:19:40.970
14178|35|1751|277|954.9229|2011-03-30 21:12:11.630
14179|24|1021|227|639.3023|2011-08-20 05:22:10.580
14180|132|1838|315|501.9624|2011-08-26 06:07:37.100
14181|113|853|93|516.3318|2011-05-08 01:20:22.360
14182|144|842|96|232.0626|2011-09-12 12:19:00.040
14183|173|494|164|434.8953|2011-07-05 09:40:23.150
14184|131|786|353|958.2211|2011-06-06 20:14:46.160
14185|150|777|397|623.3456|2011-05-25 13:00:38.310
14186|41|1984|274|467.6815|2011-06-04 10:44:10.540
14187|151|745|396|869.6614|2011-08-27 10:36:59.630
14188|33|1751|16|70.0923|2011-01-07 08:22:32.730
14189|75|871|78|383.3285|2011-04-10 20:38:36.720
14190|145|481|278|121.1656|2011-03-24 12:26:42.630
14191|168|1152|375|512.6009|2011-03-31 18:52:50.270
14192|187|892|221|918.9307|2011-04-16 19:19:49.780
14193|182|1397|384|965.9073|2011-05-08 09:52:17.520
14194|15|1674|259|173.1501|2011-07-06 05:42:14.790
14195|108|591|135|510.6748|2011-09-14 00:03:06.360
14196|144|840|271|295.7392|2011-01-22 21:06:03.900
14197|87|1982|152|658.267|2011-03-11 11:38:12.460
14198|153|476|309|577.6817|2011-05-05 20:01:09.020
14199|14|1994|300|693.9423|2011-05-11 06:44:00.350
14200|38|1997|93|983.0617|2011-08-15 15:36:59.330
14201|176|1650|91|954.5225|2011-09-13 12:34:27.900
14202|142|307|181|245.547|2011-05-13 06:32:06.510
14203|75|835|132|829.8395|2011-05-24 07:47:46.730
14204|27|1709|174|661.0235|2011-08-26 13:13:06.440
14205|54|1083|154|111.189|2011-01-09 18:21:57.640
14206|32|773|285|324.253|2011-04-15 22:37:34.200
14207|173|415|259|205.2273|2011-08-14 03:26:43.010
14208|5|1843|24|836.4881|2011-07-10 19:35:00.590
14209|106|879|178|979.854|2011-07-01 13:06:28.830
14210|144|1196|131|103.8683|2011-07-25 00:05:18.120
14211|197|1144|103|350.2999|2011-01-10 01:19:30.500
14212|193|673|356|949.5147|2011-08-31 15:43:38.390
14213|90|302|153|963.9328|2011-02-27 08:46:11.820
14214|167|143|247|67.2288|2011-06-26 03:55:20.450
14215|197|1211|32|502.2104|2011-07-16 04:07:40.040
14216|90|1100|123|943.2788|2011-06-27 16:00:48.210
14217|29|978|368|425.9475|2011-05-27 03:11:53.460
14218|188|1444|115|357.537|2011-01-18 09:51:35.680
14219|162|1898|365|272.9408|2011-01-02 14:00:09.330
14220|143|1044|202|118.2541|2011-03-24 15:01:34.000
14221|149|1914|291|991.0767|2011-01-30 20:23:11.960
14222|4|558|129|620.474|2011-08-26 00:37:46.210
14223|171|941|155|585.2959|2011-09-02 20:09:13.630
14224|166|481|396|475.1437|2011-07-25 08:39:51.760
14225|42|1788|154|631.4367|2011-03-30 09:16:01.290
14226|124|1050|100|669.1033|2011-06-28 10:08:22.030
14227|67|371|56|611.8655|2011-07-13 08:02:48.400
14228|182|1036|250|769.7202|2011-02-21 20:56:47.160
14229|108|1000|391|684.2853|2011-07-14 19:31:45.600
14230|56|92|276|877.0211|2011-06-24 00:04:21.340
14231|84|820|332|258.164|2011-06-24 04:10:11.480
14232|159|1447|378|691.688|2011-02-06 08:18:31.950
14233|22|1348|377|260.9805|2011-08-04 14:28:11.280
14234|187|1192|134|656.2407|2011-01-05 13:45:11.240
14235|157|663|224|547.4399|2011-08-27 17:33:09.210
14236|171|1483|313|270.7847|2011-09-09 18:48:15.860
14237|69|577|364|402.2232|2011-04-22 04:31:13.310
14238|146|25|391|773.8719|2011-07-24 20:27:16.720
14239|78|1891|198|847.032|2011-05-29 01:52:48.520
14240|118|620|112|299.0925|2011-02-09 14:23:04.110
14241|68|896|15|262.4542|2011-07-06 07:17:27.530
14242|146|1024|371|33.1732|2011-02-17 15:01:59.030
14243|127|1026|239|90.2383|2011-03-23 19:16:03.900
14244|132|1080|347|279.4602|2011-06-01 20:33:18.610
14245|149|1221|174|770.8657|2011-03-15 11:07:12.130
14246|176|1121|19|563.0862|2011-04-15 03:09:11.880
14247|98|276|68|954.9979|2011-02-18 10:33:37.960
14248|16|1163|137|898.6785|2011-07-28 05:56:57.070
14249|19|649|226|670.9398|2011-09-05 01:34:34.760
14250|19|716|11|567.396|2011-03-20 08:02:18.150
14251|116|856|303|869.7917|2011-05-13 17:54:10.450
14252|100|674|36|300.7299|2011-02-22 01:46:36.780
14253|192|420|345|304.7408|2011-05-04 06:00:59.680
14254|72|1734|98|575.6881|2011-02-17 15:42:26.340
14255|89|627|202|991.985|2011-07-16 19:13:47.370
14256|172|662|363|334.0484|2011-01-19 11:56:41.680
14257|172|814|26|660.2512|2011-05-25 10:22:52.880
14258|110|711|137|354.6957|2011-07-14 23:07:54.970
14259|186|1415|19|29.5867|2011-05-30 03:57:05.140
14260|130|418|54|442.0857|2011-03-29 08:13:35.610
14261|166|1977|229|712.3876|2011-06-18 14:34:45.800
14262|192|296|8|435.5071|2011-06-23 06:29:55.850
14263|98|1008|33|152.2027|2011-09-11 00:03:14.990
14264|50|802|302|102.8328|2011-01-08 13:02:07.490
14265|60|906|200|845.7043|2011-01-31 19:55:06.630
14266|38|1048|125|658.612|2011-08-18 17:00:58.560
14267|172|1054|379|688.5342|2011-01-28 01:15:27.110
14268|103|832|19|307.6921|2011-02-22 19:01:00.570
14269|10|976|22|519.789|2011-07-14 10:22:11.250
14270|26|993|120|231.4257|2011-07-21 09:19:24.190
14271|22|1233|160|541.0556|2011-03-08 11:29:34.890
14272|83|1784|378|652.0757|2011-07-18 06:44:36.740
14273|110|1169|317|510.505|2011-05-07 07:58:47.160
14274|44|1274|252|973.8484|2011-08-07 23:37:05.230
14275|75|1203|186|855.80|2011-06-03 07:44:06.480
14276|3|324|320|957.9034|2011-08-28 05:21:12.930
14277|77|552|290|530.2357|2011-06-05 05:21:42.310
14278|39|62|208|305.8356|2011-04-03 23:35:55.010
14279|18|539|221|704.2781|2011-05-12 21:32:39.630
14280|66|12|135|68.3505|2011-08-30 06:06:49.410
14281|27|962|31|714.1054|2011-05-10 23:34:44.070
14282|52|1135|320|713.187|2011-08-31 02:05:51.330
14283|164|992|23|98.7804|2011-03-03 19:22:12.410
14284|89|1255|380|116.8893|2011-04-27 11:29:27.450
14285|141|310|373|7.2294|2011-02-11 06:10:10.890
14286|185|1148|295|957.4341|2011-05-03 02:23:34.700
14287|168|1665|32|386.9472|2011-06-20 02:17:32.270
14288|150|146|279|685.2924|2011-06-17 22:45:44.930
14289|98|1247|332|664.2557|2011-03-06 18:31:23.880
14290|186|1046|261|213.3915|2011-08-09 05:36:27.530
14291|200|273|287|610.5335|2011-04-18 08:25:22.970
14292|159|945|227|47.5274|2011-06-23 05:23:18.340
14293|160|1394|371|744.2851|2011-02-25 16:30:11.580
14294|149|245|144|404.9462|2011-03-02 17:39:12.910
14295|153|1209|284|586.7049|2011-05-08 23:48:18.320
14296|76|1942|7|826.9471|2011-01-14 00:47:31.680
14297|49|209|338|880.9706|2011-02-21 14:58:44.040
14298|77|605|338|987.4055|2011-03-16 06:13:56.410
14299|72|1003|147|433.7559|2011-05-02 00:38:11.970
14300|111|1171|49|112.2537|2011-04-11 18:06:13.580
14301|5|826|41|874.552|2011-03-19 01:53:44.770
14302|196|1173|49|647.3058|2011-09-10 15:32:37.390
14303|6|1527|114|378.8895|2011-01-14 19:34:45.820
14304|193|1375|106|439.514|2011-02-15 16:15:10.570
14305|198|611|251|26.3404|2011-01-12 20:32:43.250
14306|33|137|326|217.716|2011-07-11 11:09:33.710
14307|190|1500|119|790.2249|2011-07-02 17:47:49.620
14308|148|42|92|330.8924|2011-06-11 06:23:54.460
14309|197|1001|312|719.8882|2011-06-01 07:58:19.870
14310|87|839|283|34.0816|2011-08-03 13:52:34.440
14311|96|1039|73|803.8128|2011-05-01 06:34:59.380
14312|133|688|218|354.4155|2011-02-21 10:46:57.870
14313|93|1059|316|650.4177|2011-03-05 01:35:15.330
14314|121|1089|285|961.2363|2011-06-14 21:50:15.730
14315|104|847|22|727.9803|2011-08-03 08:38:51.550
14316|114|1155|310|999.2007|2011-07-03 12:28:54.470
14317|29|931|386|336.7267|2011-04-22 11:07:43.440
14318|9|810|54|35.3134|2011-05-17 12:33:47.540
14319|110|541|329|95.6034|2011-08-12 06:51:56.610
14320|76|1047|305|888.2703|2011-06-15 17:31:31.930
14321|71|321|93|271.6647|2011-03-01 14:43:26.280
14322|22|447|99|3.2417|2011-04-27 02:29:42.180
14323|5|1301|87|643.4365|2011-09-03 00:29:36.690
14324|24|472|161|306.3975|2011-08-20 04:45:43.730
14325|27|1281|233|620.8923|2011-04-05 00:54:01.210
14326|63|1015|334|493.5281|2011-05-31 06:06:16.550
14327|123|19|7|907.7907|2011-05-23 14:14:25.160
14328|162|1219|173|105.5588|2011-03-07 14:19:34.250
14329|91|795|369|387.1434|2011-04-01 23:48:46.910
14330|199|946|179|28.8529|2011-05-21 06:56:34.800
14331|155|643|383|76.9328|2011-07-07 14:22:28.890
14332|200|997|352|542.8302|2011-03-22 23:07:45.890
14333|167|1930|60|872.0798|2011-08-17 22:57:43.040
14334|107|1966|172|592.0243|2011-02-01 03:26:26.050
14335|61|461|93|193.7985|2011-06-14 04:13:04.640
14336|31|1686|383|66.7996|2011-05-15 08:02:06.680
14337|46|92|205|334.2975|2011-08-17 06:31:05.510
14338|171|1236|317|659.2664|2011-01-17 03:07:01.830
14339|92|933|128|90.5488|2011-04-15 14:56:44.200
14340|108|939|47|789.5134|2011-04-17 19:00:37.180
14341|195|1799|175|167.2091|2011-07-16 08:35:45.090
14342|20|97|340|56.0547|2011-01-09 19:53:37.810
14343|154|923|368|965.4043|2011-01-17 14:47:25.050
14344|12|1264|49|630.1741|2011-04-18 04:38:49.450
14345|91|971|188|409.5787|2011-04-10 23:01:28.140
14346|67|1757|68|256.1179|2011-02-25 21:38:25.100
14347|67|875|311|397.1097|2011-04-21 03:48:03.010
14348|40|928|85|783.0489|2011-05-28 18:39:55.850
14349|46|1337|121|676.9659|2011-04-14 09:00:21.360
14350|39|515|375|587.5043|2011-07-21 11:19:23.850
14351|48|451|22|490.2203|2011-06-08 13:39:48.250
14352|40|1094|283|845.6571|2011-06-22 02:24:56.510
14353|168|602|8|891.802|2011-04-18 23:21:59.800
14354|197|1643|242|545.4857|2011-08-01 07:06:40.050
14355|41|1186|356|840.5891|2011-02-11 03:22:47.290
14356|184|1422|342|871.3103|2011-08-06 23:24:02.590
14357|191|1009|362|3.8692|2011-01-08 15:03:00.690
14358|182|749|353|72.492|2011-02-09 14:49:02.100
14359|167|121|273|818.6218|2011-07-28 15:21:09.360
14360|136|1349|318|532.8123|2011-04-29 14:26:26.700
14361|110|1319|319|309.9253|2011-02-18 20:55:08.540
14362|29|1317|347|684.6661|2011-04-28 03:28:15.360
14363|57|1052|124|943.7491|2011-03-12 06:35:07.540
14364|198|665|132|691.0352|2011-01-12 01:01:45.070
14365|133|638|301|957.1489|2011-01-27 23:30:05.540
14366|96|1065|121|260.9825|2011-02-09 07:27:13.480
14367|166|679|158|482.3358|2011-03-21 11:49:14.830
14368|186|1290|144|58.3934|2011-02-01 22:08:49.270
14369|60|656|191|767.4377|2011-01-01 17:37:11.090
14370|73|648|39|661.1807|2011-03-22 00:36:44.860
14371|69|954|104|664.9031|2011-08-01 05:57:48.970
14372|59|213|68|677.4604|2011-04-06 08:00:41.600
14373|118|197|326|944.7646|2011-02-01 21:37:03.340
14374|3|982|282|306.09|2011-04-27 11:51:19.420
14375|81|1101|130|721.0611|2011-08-15 08:55:46.850
14376|51|1603|153|215.6099|2011-02-20 18:49:48.470
14377|68|616|132|37.8374|2011-04-10 11:42:17.130
14378|194|578|38|13.2624|2011-05-18 19:50:47.230
14379|134|1030|374|896.8188|2011-05-12 05:44:15.580
14380|160|890|165|364.7743|2011-02-08 03:15:36.110
14381|196|678|22|96.4184|2011-02-10 02:18:13.540
14382|83|1045|322|124.7418|2011-09-09 19:34:29.310
14383|116|901|51|428.5929|2011-08-08 05:19:12.900
14384|52|966|395|799.6391|2011-05-27 12:29:23.070
14385|152|1396|157|538.6326|2011-08-27 17:16:46.560
14386|115|604|99|231.2757|2011-01-16 11:57:32.380
14387|33|1306|344|651.0282|2011-08-18 23:45:46.100
14388|171|1223|218|326.5941|2011-01-17 15:51:02.990
14389|67|935|216|751.4353|2011-09-05 00:03:38.770
14390|78|1283|152|322.4883|2011-07-23 04:49:02.050
14391|41|1104|21|62.9304|2011-05-07 16:59:05.980
14392|64|555|252|261.8055|2011-07-08 15:42:03.400
14393|5|1855|43|840.6447|2011-03-06 11:45:52.480
14394|157|590|211|557.7365|2011-09-01 00:30:17.500
14395|198|1593|129|479.588|2011-02-27 22:05:28.640
14396|167|901|229|482.543|2011-03-21 05:07:29.720
14397|164|1283|216|112.3057|2011-07-15 13:18:30.270
14398|156|1119|235|274.369|2011-01-06 13:45:39.970
14399|79|83|149|673.0252|2011-03-22 05:08:43.910
14400|195|1341|67|148.5962|2011-03-02 15:34:14.660
14401|101|885|311|773.7822|2011-08-22 09:49:10.270
14402|82|291|166|338.7163|2011-03-20 05:39:13.730
14403|181|231|294|15.6111|2011-05-28 01:02:44.760
14404|174|930|82|15.7852|2011-01-24 08:23:36.490
14405|171|908|270|922.6013|2011-09-04 05:21:34.880
14406|190|287|354|812.76|2011-03-05 05:39:06.640
14407|123|801|358|900.8926|2011-05-21 04:47:53.160
14408|165|1205|126|585.712|2011-09-06 11:30:40.390
14409|117|1516|112|824.4246|2011-08-31 22:10:53.200
14410|190|664|203|624.9791|2011-09-05 08:32:58.830
14411|116|64|209|833.4729|2011-04-29 11:41:45.460
14412|198|798|323|990.6069|2011-05-07 19:12:13.470
14413|49|1989|380|175.6733|2011-06-15 09:04:46.520
14414|7|948|108|453.8474|2011-06-20 12:05:33.240
14415|140|1389|296|436.3939|2011-03-20 12:08:13.150
14416|27|1204|397|185.1835|2011-02-24 01:20:39.230
14417|113|557|295|256.0732|2011-06-04 22:09:02.470
14418|6|1142|130|144.1099|2011-06-30 18:05:44.480
14419|46|234|376|152.4026|2011-01-30 07:44:58.520
14420|18|1087|201|725.8731|2011-01-12 11:32:33.150
14421|63|1143|177|609.9543|2011-03-08 07:41:27.390
14422|196|791|340|155.7416|2011-03-04 19:58:11.830
14423|119|1469|329|306.9582|2011-02-11 22:05:10.510
14424|183|695|39|444.9494|2011-02-24 12:48:09.050
14425|32|157|18|598.2502|2011-07-30 07:37:38.880
14426|6|1418|252|403.0975|2011-01-24 14:15:45.560
14427|55|474|24|836.8158|2011-01-31 20:14:49.110
14428|161|1114|115|387.0281|2011-02-15 21:06:45.840
14429|5|1323|153|826.502|2011-02-28 13:45:50.780
14430|115|208|301|238.518|2011-05-28 03:48:17.120
14431|88|595|337|103.3042|2011-04-23 05:31:18.200
14432|112|360|298|763.4684|2011-04-04 21:56:37.150
14433|115|812|290|340.2372|2011-02-27 14:42:03.320
14434|140|1795|306|748.2225|2011-03-12 14:10:00.920
14435|59|667|255|590.9922|2011-03-03 17:26:25.840
14436|114|1316|256|757.7022|2011-08-07 20:38:59.810
14437|103|1268|28|109.1306|2011-04-15 18:31:44.550
14438|143|1018|370|412.8076|2011-07-15 20:55:36.400
14439|82|1402|124|877.0379|2011-06-07 07:07:48.190
14440|163|613|203|725.8727|2011-06-25 11:37:39.910
14441|193|544|141|330.3832|2011-05-13 07:09:39.220
14442|68|1377|217|65.3162|2011-08-27 12:15:05.720
14443|54|1467|105|502.1695|2011-01-31 17:40:09.790
14444|77|1277|12|126.4561|2011-09-14 15:30:39.940
14445|162|934|343|489.0154|2011-03-26 17:07:16.580
14446|44|1274|98|72.3235|2011-09-14 21:46:52.520
14447|16|888|273|86.1322|2011-01-24 06:37:16.880
14448|198|1412|336|386.7972|2011-05-31 23:40:19.240
14449|17|1056|315|121.3426|2011-06-14 12:22:04.340
14450|171|1176|132|294.4045|2011-01-04 20:44:49.400
14451|54|67|335|226.4698|2011-07-01 06:58:27.260
14452|158|939|86|968.1958|2011-01-15 19:12:45.780
14453|111|683|259|121.9664|2011-08-22 06:00:41.460
14454|62|1361|348|947.1522|2011-03-10 17:36:10.750
14455|133|654|290|538.642|2011-09-09 07:52:47.270
14456|106|1209|371|618.0405|2011-06-20 13:50:58.440
14457|163|618|238|31.7581|2011-02-06 07:34:03.210
14458|199|388|254|570.6618|2011-04-03 12:14:35.710
14459|142|1202|63|417.535|2011-03-12 00:45:57.610
14460|166|1261|17|519.5037|2011-08-11 15:05:49.310
14461|136|1360|330|975.9443|2011-02-02 09:24:17.520
14462|162|1445|243|513.8644|2011-04-05 07:41:07.320
14463|160|1293|374|759.21|2011-07-09 21:44:49.600
14464|3|1276|211|585.9066|2011-04-06 18:22:36.080
14465|103|1869|267|521.6748|2011-05-16 03:01:40.630
14466|4|659|312|70.0044|2011-01-25 13:45:08.310
14467|83|876|33|650.3697|2011-03-11 04:30:10.140
14468|109|624|74|427.4508|2011-04-05 18:54:45.600
14469|149|1294|254|862.8552|2011-04-19 18:39:07.390
14470|26|329|39|678.6918|2011-04-27 15:29:13.340
14471|125|449|369|76.0529|2011-07-26 06:48:54.690
14472|170|621|325|843.2656|2011-08-05 01:13:26.070
14473|124|1226|5|267.0721|2011-01-24 10:57:56.290
14474|84|1927|172|426.5299|2011-04-21 20:07:18.620
14475|26|1291|59|395.4899|2011-05-17 04:22:53.940
14476|195|1400|361|544.638|2011-03-26 19:26:21.680
14477|143|1721|234|653.5721|2011-02-02 02:18:02.030
14478|43|593|316|180.502|2011-02-12 06:34:30.580
14479|21|963|97|955.934|2011-08-15 19:40:52.470
14480|189|1480|320|525.9267|2011-07-30 09:50:46.370
14481|190|1307|380|316.9653|2011-01-01 07:38:28.680
14482|58|871|89|450.0185|2011-05-17 20:34:29.880
14483|145|1696|200|265.6854|2011-05-19 08:44:41.500
14484|35|187|20|532.0975|2011-02-24 17:01:01.370
14485|61|702|367|12.0482|2011-08-11 20:49:49.860
14486|130|1518|251|135.1085|2011-04-08 10:18:32.410
14487|2|1441|38|641.5019|2011-04-28 15:55:55.700
14488|54|1205|343|393.0851|2011-09-03 21:05:52.580
14489|8|95|15|209.5804|2011-03-18 06:17:13.650
14490|154|517|284|972.9518|2011-05-29 03:35:27.410
14491|152|861|18|725.944|2011-07-02 13:04:56.600
14492|104|1993|174|538.4689|2011-01-13 06:17:08.830
14493|2|312|307|995.2726|2011-05-06 20:09:38.780
14494|117|899|107|357.5342|2011-07-11 16:01:58.880
14495|28|314|273|749.9285|2011-05-24 02:13:22.380
14496|31|1336|299|816.5188|2011-02-07 23:28:31.900
14497|109|1160|243|306.1063|2011-02-18 14:30:16.110
14498|51|59|295|916.263|2011-07-11 23:17:33.720
14499|174|1084|146|604.7814|2011-05-02 12:28:59.310
14500|158|1452|30|419.0109|2011-03-02 03:22:08.260
14501|162|708|65|421.9539|2011-07-07 17:16:42.380
14502|107|562|199|658.6814|2011-07-05 11:42:31.290
14503|49|71|81|523.942|2011-02-12 05:01:11.840
14504|192|1253|276|442.6508|2011-02-17 20:52:50.990
14505|47|181|164|218.3516|2011-02-24 13:55:54.710
14506|85|1202|9|383.2042|2011-08-11 05:45:01.190
14507|35|1484|81|701.1236|2011-09-06 08:14:49.500
14508|27|1157|86|695.4365|2011-05-03 09:53:22.830
14509|36|1149|288|551.6622|2011-07-09 13:13:16.810
14510|138|1036|330|994.0041|2011-06-16 12:26:25.590
14511|164|1397|136|964.4684|2011-05-19 11:32:56.400
14512|121|1314|322|851.2561|2011-09-09 00:59:32.640
14513|178|979|157|614.7278|2011-05-03 16:33:43.240
14514|154|784|143|891.6084|2011-04-27 14:55:11.250
14515|176|229|37|202.5383|2011-08-11 07:27:20.630
14516|79|863|241|525.9257|2011-06-02 12:49:47.650
14517|18|1068|43|248.1789|2011-08-01 22:56:25.820
14518|126|1660|354|227.1124|2011-05-16 04:43:48.230
14519|143|1477|244|573.8583|2011-05-10 21:32:46.220
14520|174|1546|15|386.5662|2011-02-07 16:43:08.210
14521|2|1177|274|428.5026|2011-06-13 21:49:12.620
14522|30|937|91|257.2845|2011-03-22 07:24:17.560
14523|102|994|58|217.8704|2011-01-19 12:37:31.940
14524|196|370|371|889.9035|2011-08-06 15:03:39.990
14525|75|1937|20|952.7478|2011-07-11 02:24:16.750
14526|21|1479|194|537.584|2011-07-14 00:31:45.860
14527|169|697|18|847.9931|2011-04-01 05:03:47.290
14528|8|850|298|909.538|2011-03-30 18:55:57.420
14529|57|883|300|676.6015|2011-08-13 17:53:56.240
14530|195|1136|161|578.9712|2011-04-09 04:54:22.030
14531|87|507|117|238.5316|2011-02-06 04:56:05.560
14532|92|1011|340|737.3091|2011-04-08 03:00:28.320
14533|69|1374|170|575.7206|2011-06-27 18:05:31.270
14534|63|1421|66|536.923|2011-06-16 16:18:44.200
14535|28|723|255|103.9728|2011-01-23 16:34:03.980
14536|84|806|181|658.284|2011-03-13 19:55:57.400
14537|9|1128|7|926.0765|2011-04-05 15:33:18.030
14538|153|1295|324|823.0347|2011-04-01 11:51:50.500
14539|189|1480|256|313.7459|2011-01-01 03:05:06.660
14540|177|788|358|628.844|2011-01-01 15:04:48.670
14541|96|1557|170|433.9849|2011-04-17 02:03:42.920
14542|176|1201|352|946.0655|2011-09-10 06:02:32.870
14543|18|504|54|841.4229|2011-02-26 07:52:35.760
14544|70|1344|86|215.5764|2011-06-16 17:50:48.060
14545|191|1908|147|8.4833|2011-01-10 16:02:31.000
14546|32|727|97|874.688|2011-07-08 12:05:23.960
14547|127|864|16|923.7411|2011-05-27 13:43:25.590
14548|48|1073|163|103.6642|2011-01-10 05:14:27.520
14549|141|1711|69|154.9958|2011-08-15 08:34:38.250
14550|150|1185|32|224.0027|2011-09-05 13:23:34.730
14551|14|834|256|568.3398|2011-03-24 00:32:06.080
14552|183|1424|289|78.9938|2011-06-20 09:46:27.890
14553|109|1468|50|342.4046|2011-03-04 01:44:47.490
14554|1|1162|130|218.2151|2011-03-25 19:45:51.100
14555|156|1398|157|990.5084|2011-06-03 05:32:55.650
14556|132|1007|374|164.6693|2011-04-18 09:52:24.810
14557|5|1429|140|440.811|2011-06-16 23:04:59.340
14558|54|1443|111|634.0386|2011-03-23 13:57:31.860
14559|117|367|256|489.9031|2011-04-24 18:28:34.240
14560|26|1270|371|680.7676|2011-04-28 13:24:08.860
14561|116|1411|392|535.2112|2011-05-13 00:41:13.900
14562|27|1508|183|791.5857|2011-06-09 13:18:52.070
14563|171|1338|187|18.8349|2011-06-04 15:59:26.600
14564|42|717|126|972.6911|2011-04-02 08:18:54.780
14565|51|223|212|755.4724|2011-05-11 07:30:20.020
14566|72|1299|197|227.1592|2011-02-11 08:32:28.080
14567|52|1849|151|275.5354|2011-03-15 06:54:01.360
14568|116|1695|91|77.8048|2011-08-02 00:14:59.050
14569|127|1000|288|787.6356|2011-04-04 22:21:07.270
14570|93|377|257|544.2544|2011-05-31 11:31:23.230
14571|70|1544|233|599.8493|2011-02-27 21:16:29.620
14572|65|1956|119|425.1443|2011-05-03 11:04:35.320
14573|138|1811|98|913.3666|2011-05-16 01:38:41.560
14574|166|898|287|945.0144|2011-05-10 06:27:57.550
